,NAME,HLS Latency min,HLS Latency max,HLS Elapsed,HLS II min,HLS II max,HLS LUT,HLS FF,HLS Clock,HLS Target,HLS Estimated,HLS Uncertainty,HLS Slack,T WNS(ns),T TNS(ns),T WHS(ns),T THS(ns),P Total On-Chip Power (W),U CLB LUTs,U CLB LUTs (%),U CLB Registers,U CLB Registers (%),U LUT as Logic,U LUT as Logic (%),U LUT as Memory,U LUT as Memory (%),E synth synth_design,E impl total,E impl open_checkpoint,E impl opt_design,E impl phys_opt_design,E impl place_design,E impl report_clock_utilization,E impl report_control_sets,E impl report_drc,E impl report_io,E impl report_methodology,E impl report_power,E impl route_design,E impl write_checkpoint,E synth create_clock,E synth total,E synth write_checkpoint,P Confidence Level,P Design Nets Matched,P Design Power Budget (W),P Device Static (W),P Dynamic (W),P Effective TJA (C/W),P Junction Temperature (C),P Max Ambient (C),P Power Budget Margin (W),P Setting File,P Simulation Activity File,T THS Failing Endpoints,T THS Total Endpoints,T TNS Failing Endpoints,T TNS Total Endpoints,T TNS(ns),T TPWS Failing Endpoints,T TPWS Total Endpoints,T TPWS(ns),T WPWS(ns),U CARRY8,U CARRY8 (%),U F7 Muxes,U F7 Muxes (%),U F8 Muxes,U F8 Muxes (%),U F9 Muxes,U F9 Muxes (%),U Register as Flip Flop,U Register as Flip Flop (%),U Register as Latch,U Register as Latch (%),HLS Target,HLS Estimated
141,I352_O016_D003_II1_M0_F1_IR0_R1_ER1,3,3,N/A,1,1,134521,12151,ap_clk,6.25 ns,11.332 ns,0.80 ns,-5.082,-2.186,-1924.011,0.043,0.000,6.544,57263,4.84,17720,0.75,57263,4.84,0,0.00,00:21:42,00:45:01,00:02:11,00:00:26,00:01:21,00:10:38,00:00:15,00:00:00,00:00:12,00:00:00,00:00:13,00:00:39,00:27:40,00:00:19,00:00:06,00:22:06,00:00:18,Medium,NA,Unspecified*,2.528,4.015,0.5,28.6,96.4,NA,---,---,0,12494,2012,12494,-1924.011,0,17720,0.000,2.850,0,0.00,272,0.05,4,<0.01,0,0.00,17720,0.75,0,0.00,6.25 ns,11.332 ns
192,I352_O016_D003_II1_M0_F1_IR1_R0,4,4,51:48:59,1,1,134521,18002,ap_clk,6.25 ns,11.843 ns,0.80 ns,-5.593,-3.809,-2719.555,0.043,0.000,6.592,59094,5.00,17972,0.76,59094,5.00,0,0.00,00:18:49,00:32:41,00:02:03,00:00:24,00:01:13,00:09:42,00:00:14,00:00:00,00:00:11,00:00:00,00:00:12,00:00:37,00:16:43,00:00:18,00:00:05,00:19:11,00:00:17,Medium,NA,Unspecified*,2.529,4.063,0.5,28.6,96.4,NA,---,---,0,18370,1922,18370,-2719.555,0,17972,0.000,2.850,0,0.00,168,0.03,1,<0.01,0,0.00,17972,0.76,0,0.00,6.25 ns,11.843 ns
140,I352_O016_D003_II1_M0_F1_IR1_R1,4,4,51:38:36,1,1,134521,18002,ap_clk,6.25 ns,11.843 ns,0.80 ns,-5.593,-3.809,-2719.555,0.043,0.000,6.592,59094,5.00,17972,0.76,59094,5.00,0,0.00,00:18:58,00:32:51,00:02:02,00:00:25,00:01:12,00:09:31,00:00:14,00:00:00,00:00:10,00:00:00,00:00:12,00:00:38,00:17:05,00:00:18,00:00:05,00:19:20,00:00:17,Medium,NA,Unspecified*,2.529,4.063,0.5,28.6,96.4,NA,---,---,0,18370,1922,18370,-2719.555,0,17972,0.000,2.850,0,0.00,168,0.03,1,<0.01,0,0.00,17972,0.76,0,0.00,6.25 ns,11.843 ns
50,I352_O016_D003_II1_M1_F1_IR0_R0,3,3,12:05:30,1,1,138457,14076,ap_clk,6.25 ns,11.835 ns,0.80 ns,-5.585,-5.046,-3478.434,0.046,0.000,5.695,52730,4.46,13940,0.59,52730,4.46,0,0.00,00:16:55,00:53:52,00:02:00,00:00:22,00:01:43,00:09:32,00:00:15,00:00:00,00:00:11,00:00:00,00:00:12,00:00:37,00:37:31,00:00:19,00:00:05,00:17:17,00:00:17,Medium,NA,Unspecified*,2.516,3.180,0.5,28.1,96.9,NA,---,---,0,6672,1597,6672,-3478.434,0,13940,0.000,2.850,0,0.00,9242,1.56,3840,1.30,0,0.00,13940,0.59,0,0.00,6.25 ns,11.835 ns
49,I352_O016_D003_II1_M1_F1_IR0_R0_ER1,3,3,N/A,1,1,138457,14076,ap_clk,6.25 ns,11.835 ns,0.80 ns,-5.585,-10.048,-5595.340,0.021,0.000,5.663,50444,4.27,19578,0.83,50444,4.27,0,0.00,00:17:20,08:26:37,00:02:06,00:00:24,00:01:43,00:10:19,00:00:15,00:00:00,00:00:11,00:00:00,00:00:17,00:00:36,08:09:18,00:00:20,00:00:06,00:17:44,00:00:18,Medium,NA,Unspecified*,2.515,3.148,0.5,28.1,96.9,NA,---,---,0,14381,3013,14381,-5595.340,0,19578,0.000,2.850,0,0.00,9260,1.57,3840,1.30,0,0.00,19578,0.83,0,0.00,6.25 ns,11.835 ns
48,I352_O016_D003_II1_M1_F1_IR0_R1,3,3,17:38:56,1,1,138457,14076,ap_clk,6.25 ns,11.835 ns,0.80 ns,-5.585,-5.728,-3442.864,0.048,0.000,5.757,53211,4.50,13947,0.59,53211,4.50,0,0.00,00:18:21,01:04:10,00:01:57,00:00:22,00:01:27,00:09:10,00:00:15,00:00:00,00:00:10,00:00:00,00:00:12,00:00:36,00:48:46,00:00:17,00:00:05,00:18:41,00:00:15,Medium,NA,Unspecified*,2.517,3.241,0.5,28.1,96.9,NA,---,---,0,6679,1423,6679,-3442.864,0,13947,0.000,2.850,0,0.00,9242,1.56,3840,1.30,0,0.00,13947,0.59,0,0.00,6.25 ns,11.835 ns
47,I352_O016_D003_II1_M1_F1_IR0_R1_ER1,3,3,N/A,1,1,138457,14076,ap_clk,6.25 ns,11.835 ns,0.80 ns,-5.585,-7.029,-5403.163,0.042,0.000,5.570,50895,4.30,19568,0.83,50895,4.30,0,0.00,00:18:25,08:00:30,00:02:04,00:00:24,00:01:13,00:09:55,00:00:16,00:00:00,00:00:12,00:00:00,00:00:18,00:00:37,07:44:12,00:00:18,00:00:05,00:18:46,00:00:16,Medium,NA,Unspecified*,2.514,3.056,0.5,28.0,97.0,NA,---,---,0,14367,3127,14367,-5403.163,0,19568,0.000,2.850,0,0.00,9260,1.57,3840,1.30,0,0.00,19568,0.83,0,0.00,6.25 ns,11.835 ns
98,I352_O016_D003_II1_M1_F1_IR1_R0,4,4,21:00:23,1,1,138457,19213,ap_clk,6.25 ns,11.843 ns,0.80 ns,-5.593,-9.866,-4603.221,0.028,0.000,5.725,50610,4.28,19160,0.81,50610,4.28,0,0.00,00:17:11,08:56:58,00:02:00,00:00:21,00:01:06,00:10:09,00:00:16,00:00:00,00:00:10,00:00:00,00:00:12,00:00:37,08:40:43,00:00:19,00:00:05,00:17:34,00:00:18,Medium,NA,Unspecified*,2.516,3.209,0.5,28.1,96.9,NA,---,---,0,19567,2186,19567,-4603.221,0,19160,0.000,2.850,0,0.00,9201,1.56,3840,1.30,0,0.00,19160,0.81,0,0.00,6.25 ns,11.843 ns
97,I352_O016_D003_II1_M1_F1_IR1_R1,4,4,21:01:59,1,1,138457,19213,ap_clk,6.25 ns,11.843 ns,0.80 ns,-5.593,-5.947,-3735.528,0.042,0.000,5.737,53505,4.53,19168,0.81,53505,4.53,0,0.00,00:21:52,01:20:50,00:01:58,00:00:24,00:01:31,00:09:49,00:00:17,00:00:00,00:00:11,00:00:00,00:00:12,00:00:39,01:04:29,00:00:18,00:00:06,00:22:13,00:00:15,Medium,NA,Unspecified*,2.516,3.221,0.5,28.1,96.9,NA,---,---,0,19575,1984,19575,-3735.528,0,19168,0.000,2.850,0,0.00,7286,1.23,2880,0.97,0,0.00,19168,0.81,0,0.00,6.25 ns,11.843 ns
191,I352_O016_D003_II4_M0_F1_IR0_R0,3,3,56:29:27,4,4,134544,9289,ap_clk,6.25 ns,11.332 ns,0.80 ns,-5.082,-2.381,-1290.110,0.044,0.000,4.466,55967,4.73,9239,0.39,55967,4.73,0,0.00,00:17:25,00:32:33,00:02:02,00:00:23,00:01:22,00:09:31,00:00:15,00:00:00,00:00:11,00:00:00,00:00:13,00:00:38,00:16:33,00:00:18,00:00:05,00:17:46,00:00:16,Medium,NA,Unspecified*,2.498,1.968,0.5,27.4,97.6,NA,---,---,0,14290,919,14290,-1290.110,0,9239,0.000,2.850,0,0.00,270,0.05,0,0.00,0,0.00,9239,0.39,0,0.00,6.25 ns,11.332 ns
190,I352_O016_D003_II4_M0_F1_IR0_R0_ER1,3,3,N/A,4,4,134544,9289,ap_clk,6.25 ns,11.332 ns,0.80 ns,-5.082,-3.131,-2378.441,0.047,0.000,4.478,56203,4.75,14884,0.63,56203,4.75,0,0.00,00:17:06,00:40:50,00:02:06,00:00:24,00:02:12,00:10:00,00:00:15,00:00:00,00:00:10,00:00:00,00:00:13,00:00:37,00:23:31,00:00:18,00:00:05,00:17:28,00:00:17,Medium,NA,Unspecified*,2.498,1.980,0.5,27.4,97.6,NA,---,---,0,18445,2062,18445,-2378.441,0,14884,0.000,2.850,0,0.00,140,0.02,0,0.00,0,0.00,14884,0.63,0,0.00,6.25 ns,11.332 ns
139,I352_O016_D003_II4_M0_F1_IR0_R1,3,3,56:15:43,4,4,134544,9289,ap_clk,6.25 ns,11.332 ns,0.80 ns,-5.082,-2.381,-1290.110,0.044,0.000,4.466,55967,4.73,9239,0.39,55967,4.73,0,0.00,00:17:22,00:31:18,00:02:01,00:00:23,00:01:17,00:09:10,00:00:15,00:00:00,00:00:10,00:00:00,00:00:13,00:00:36,00:15:49,00:00:18,00:00:05,00:17:43,00:00:16,Medium,NA,Unspecified*,2.498,1.968,0.5,27.4,97.6,NA,---,---,0,14290,919,14290,-1290.110,0,9239,0.000,2.850,0,0.00,270,0.05,0,0.00,0,0.00,9239,0.39,0,0.00,6.25 ns,11.332 ns
138,I352_O016_D003_II4_M0_F1_IR0_R1_ER1,3,3,N/A,4,4,134544,9289,ap_clk,6.25 ns,11.332 ns,0.80 ns,-5.082,-2.748,-2792.725,0.042,0.000,4.580,57212,4.84,14876,0.63,57212,4.84,0,0.00,00:18:19,00:40:41,00:02:21,00:00:27,00:01:41,00:11:26,00:00:16,00:00:00,00:00:12,00:00:00,00:00:14,00:00:39,00:21:59,00:00:19,00:00:06,00:18:43,00:00:18,Medium,NA,Unspecified*,2.499,2.081,0.5,27.5,97.5,NA,---,---,0,18427,3413,18427,-2792.725,0,14876,0.000,2.850,0,0.00,181,0.03,0,0.00,0,0.00,14876,0.63,0,0.00,6.25 ns,11.332 ns
189,I352_O016_D003_II4_M0_F1_IR1_R0,4,4,62:12:43,4,4,134566,18003,ap_clk,6.25 ns,11.843 ns,0.80 ns,-5.593,-3.793,-2620.221,0.040,0.000,4.822,56375,4.77,17982,0.76,56375,4.77,0,0.00,00:14:00,00:35:15,00:02:03,00:00:26,00:01:30,00:10:21,00:00:14,00:00:00,00:00:10,00:00:00,00:00:12,00:00:35,00:18:22,00:00:18,00:00:05,00:14:23,00:00:18,Medium,NA,Unspecified*,2.503,2.319,0.5,27.6,97.4,NA,---,---,0,30276,1719,30276,-2620.221,0,17982,0.000,2.850,0,0.00,364,0.06,0,0.00,0,0.00,17982,0.76,0,0.00,6.25 ns,11.843 ns
137,I352_O016_D003_II4_M0_F1_IR1_R1,4,4,61:55:16,4,4,134566,18003,ap_clk,6.25 ns,11.843 ns,0.80 ns,-5.593,-3.793,-2620.221,0.040,0.000,4.822,56375,4.77,17982,0.76,56375,4.77,0,0.00,00:13:29,00:36:02,00:02:10,00:00:27,00:01:32,00:10:43,00:00:14,00:00:00,00:00:11,00:00:00,00:00:13,00:00:36,00:18:33,00:00:18,00:00:05,00:13:51,00:00:17,Medium,NA,Unspecified*,2.503,2.319,0.5,27.6,97.4,NA,---,---,0,30276,1719,30276,-2620.221,0,17982,0.000,2.850,0,0.00,364,0.06,0,0.00,0,0.00,17982,0.76,0,0.00,6.25 ns,11.843 ns
46,I352_O016_D003_II4_M1_F1_IR0_R0,3,3,09:59:35,4,4,138480,5628,ap_clk,6.25 ns,11.835 ns,0.80 ns,-5.585,-6.056,-4236.672,0.044,0.000,4.856,53438,4.52,5502,0.23,53438,4.52,0,0.00,00:22:58,00:31:23,00:02:01,00:00:23,00:01:24,00:08:15,00:00:15,00:00:00,00:00:11,00:00:00,00:00:13,00:00:36,00:16:38,00:00:17,00:00:05,00:23:20,00:00:17,Medium,NA,Unspecified*,2.503,2.353,0.5,27.6,97.4,NA,---,---,0,7571,1774,7571,-4236.672,0,5502,0.000,2.850,0,0.00,9208,1.56,3840,1.30,0,0.00,5502,0.23,0,0.00,6.25 ns,11.835 ns
45,I352_O016_D003_II4_M1_F1_IR0_R0_ER1,3,3,N/A,4,4,138480,5628,ap_clk,6.25 ns,11.835 ns,0.80 ns,-5.585,-7.375,-4895.428,0.042,0.000,4.712,53736,4.55,11123,0.47,53736,4.55,0,0.00,00:26:20,03:59:41,00:02:04,00:00:23,00:01:54,00:10:16,00:00:15,00:00:00,00:00:11,00:00:00,00:00:12,00:00:37,03:42:25,00:00:19,00:00:05,00:26:43,00:00:18,Medium,NA,Unspecified*,2.501,2.211,0.5,27.6,97.4,NA,---,---,0,10917,2585,10917,-4895.428,0,11123,0.000,2.850,0,0.00,9204,1.56,3840,1.30,0,0.00,11123,0.47,0,0.00,6.25 ns,11.835 ns
44,I352_O016_D003_II4_M1_F1_IR0_R1,3,3,11:02:15,4,4,138480,5628,ap_clk,6.25 ns,11.835 ns,0.80 ns,-5.585,-3.847,-2299.790,0.042,0.000,4.780,53892,4.56,5487,0.23,53892,4.56,0,0.00,00:23:54,00:33:02,00:01:57,00:00:22,00:01:13,00:08:34,00:00:17,00:00:00,00:00:11,00:00:00,00:00:13,00:00:38,00:18:20,00:00:15,00:00:05,00:24:13,00:00:14,Medium,NA,Unspecified*,2.502,2.277,0.5,27.6,97.4,NA,---,---,0,7541,1292,7541,-2299.790,0,5487,0.000,2.850,0,0.00,9208,1.56,3840,1.30,0,0.00,5487,0.23,0,0.00,6.25 ns,11.835 ns
43,I352_O016_D003_II4_M1_F1_IR0_R1_ER1,3,3,N/A,4,4,138480,5628,ap_clk,6.25 ns,11.835 ns,0.80 ns,-5.585,-5.845,-4292.170,0.044,0.000,4.786,52378,4.43,11127,0.47,52378,4.43,0,0.00,00:20:48,01:19:19,00:02:00,00:00:23,00:01:33,00:09:45,00:00:16,00:00:00,00:00:11,00:00:00,00:00:13,00:00:38,01:03:04,00:00:17,00:00:05,00:21:08,00:00:15,Medium,NA,Unspecified*,2.502,2.284,0.5,27.6,97.4,NA,---,---,0,10924,2751,10924,-4292.170,0,11127,0.000,2.850,0,0.00,9248,1.56,3840,1.30,0,0.00,11127,0.47,0,0.00,6.25 ns,11.835 ns
96,I352_O016_D003_II4_M1_F1_IR1_R0,4,4,22:36:28,4,4,138502,14990,ap_clk,6.25 ns,11.843 ns,0.80 ns,-5.593,-5.743,-4037.379,0.041,0.000,4.489,48665,4.12,14949,0.63,48665,4.12,0,0.00,00:19:18,02:00:53,00:02:00,00:00:22,00:01:24,00:09:43,00:00:15,00:00:00,00:00:10,00:00:00,00:00:11,00:00:33,01:44:54,00:00:18,00:00:05,00:19:40,00:00:17,Medium,NA,Unspecified*,2.498,1.991,0.5,27.4,97.6,NA,---,---,0,24227,2239,24227,-4037.379,0,14949,0.000,2.850,0,0.00,9198,1.56,3840,1.30,0,0.00,14949,0.63,0,0.00,6.25 ns,11.843 ns
95,I352_O016_D003_II4_M1_F1_IR1_R1,4,4,11:05:36,4,4,138502,14990,ap_clk,6.25 ns,11.843 ns,0.80 ns,-5.593,-5.992,-4045.181,0.044,0.000,4.526,49316,4.17,14949,0.63,49316,4.17,0,0.00,00:20:12,00:41:29,00:01:56,00:00:21,00:01:22,00:09:05,00:00:15,00:00:00,00:00:10,00:00:00,00:00:12,00:00:34,00:26:23,00:00:16,00:00:05,00:20:31,00:00:14,Medium,NA,Unspecified*,2.498,2.027,0.5,27.5,97.5,NA,---,---,0,24227,2158,24227,-4045.181,0,14949,0.000,2.850,0,0.00,9198,1.56,3840,1.30,0,0.00,14949,0.63,0,0.00,6.25 ns,11.843 ns
188,I352_O016_D004_II1_M0_F1_IR0_R0,4,4,33:03:58,1,1,134521,15378,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-0.412,-59.544,0.076,0.000,6.402,55045,4.66,15279,0.65,55045,4.66,0,0.00,00:19:18,00:33:12,00:02:00,00:00:23,00:01:02,00:08:58,00:00:14,00:00:00,00:00:10,00:00:00,00:00:12,00:00:34,00:18:23,00:00:17,00:00:05,00:19:39,00:00:16,Medium,NA,Unspecified*,2.526,3.875,0.5,28.5,96.5,NA,---,---,0,9021,418,9021,-59.544,0,15279,0.000,2.850,0,0.00,442,0.07,0,0.00,0,0.00,15279,0.65,0,0.00,6.25 ns,9.110 ns
187,I352_O016_D004_II1_M0_F1_IR0_R0_ER1,4,4,N/A,1,1,134521,15378,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-1.039,-410.056,0.044,0.000,6.411,54430,4.60,20911,0.88,54430,4.60,0,0.00,00:19:20,00:30:54,00:02:10,00:00:27,00:01:08,00:09:57,00:00:15,00:00:00,00:00:11,00:00:00,00:00:13,00:00:36,00:14:31,00:00:18,00:00:06,00:19:43,00:00:17,Medium,NA,Unspecified*,2.526,3.884,0.5,28.5,96.5,NA,---,---,0,15677,706,15677,-410.056,0,20911,0.000,2.850,0,0.00,597,0.10,0,0.00,0,0.00,20911,0.88,0,0.00,6.25 ns,9.110 ns
136,I352_O016_D004_II1_M0_F1_IR0_R1,4,4,33:02:39,1,1,134521,15378,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-0.412,-59.544,0.076,0.000,6.402,55045,4.66,15279,0.65,55045,4.66,0,0.00,00:19:39,00:35:46,00:02:01,00:00:23,00:01:04,00:09:35,00:00:15,00:00:00,00:00:11,00:00:00,00:00:13,00:00:36,00:20:09,00:00:18,00:00:05,00:20:00,00:00:16,Medium,NA,Unspecified*,2.526,3.875,0.5,28.5,96.5,NA,---,---,0,9021,418,9021,-59.544,0,15279,0.000,2.850,0,0.00,442,0.07,0,0.00,0,0.00,15279,0.65,0,0.00,6.25 ns,9.110 ns
135,I352_O016_D004_II1_M0_F1_IR0_R1_ER1,4,4,N/A,1,1,134521,15378,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-0.249,-11.523,0.043,0.000,6.519,57197,4.84,20911,0.88,57197,4.84,0,0.00,00:25:41,00:41:22,00:02:13,00:00:27,00:00:25,00:10:18,00:00:16,00:00:00,00:00:12,00:00:00,00:00:13,00:00:40,00:25:10,00:00:19,00:00:06,00:26:05,00:00:18,Medium,NA,Unspecified*,2.528,3.991,0.5,28.5,96.5,NA,---,---,0,15677,152,15677,-11.523,0,20911,0.000,2.850,0,0.00,499,0.08,0,0.00,0,0.00,20911,0.88,0,0.00,6.25 ns,9.110 ns
186,I352_O016_D004_II1_M0_F1_IR1_R0,5,5,35:38:16,1,1,134521,21014,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-0.344,-44.509,0.042,0.000,6.464,53401,4.52,20917,0.88,53401,4.52,0,0.00,00:21:22,00:33:11,00:02:01,00:00:24,00:01:02,00:09:18,00:00:14,00:00:00,00:00:11,00:00:00,00:00:12,00:00:33,00:17:55,00:00:18,00:00:05,00:21:44,00:00:17,Medium,NA,Unspecified*,2.527,3.937,0.5,28.5,96.5,NA,---,---,0,21315,343,21315,-44.509,0,20917,0.000,2.850,0,0.00,567,0.10,0,0.00,0,0.00,20917,0.88,0,0.00,6.25 ns,9.110 ns
134,I352_O016_D004_II1_M0_F1_IR1_R1,5,5,35:40:19,1,1,134521,21014,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-0.344,-44.509,0.042,0.000,6.464,53401,4.52,20917,0.88,53401,4.52,0,0.00,00:22:19,00:33:17,00:02:01,00:00:24,00:01:03,00:09:17,00:00:14,00:00:00,00:00:10,00:00:00,00:00:11,00:00:33,00:18:03,00:00:18,00:00:06,00:22:42,00:00:17,Medium,NA,Unspecified*,2.527,3.937,0.5,28.5,96.5,NA,---,---,0,21315,343,21315,-44.509,0,20917,0.000,2.850,0,0.00,567,0.10,0,0.00,0,0.00,20917,0.88,0,0.00,6.25 ns,9.110 ns
42,I352_O016_D004_II1_M1_F1_IR0_R0,4,4,09:08:50,1,1,160985,55891,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-3.482,-1568.716,0.046,0.000,5.494,48667,4.12,19191,0.81,48667,4.12,0,0.00,00:18:08,00:51:39,00:02:00,00:00:22,00:01:07,00:09:43,00:00:13,00:00:00,00:00:10,00:00:00,00:00:12,00:00:33,00:35:56,00:00:18,00:00:05,00:18:30,00:00:17,Medium,NA,Unspecified*,2.513,2.981,0.5,28.0,97.0,NA,---,---,0,12934,1285,12934,-1568.716,0,19191,0.000,2.850,0,0.00,9299,1.57,3840,1.30,0,0.00,19191,0.81,0,0.00,6.25 ns,9.110 ns
41,I352_O016_D004_II1_M1_F1_IR0_R0_ER1,4,4,N/A,1,1,160985,55891,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-3.542,-1807.177,0.049,0.000,5.556,51798,4.38,16376,0.69,47574,4.02,4224,0.71,00:18:12,02:32:32,00:02:06,00:00:26,00:01:18,00:09:58,00:00:16,00:00:00,00:00:13,00:00:00,00:00:13,00:00:36,02:15:57,00:00:20,00:00:05,00:18:35,00:00:18,Medium,NA,Unspecified*,2.514,3.042,0.5,28.0,97.0,NA,---,---,0,15367,1386,15367,-1807.177,0,20600,0.000,2.552,0,0.00,9279,1.57,,,,,16376,0.69,0,0.00,6.25 ns,9.110 ns
40,I352_O016_D004_II1_M1_F1_IR0_R1,4,4,14:30:25,1,1,160985,55891,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-2.046,-713.087,0.043,0.000,5.562,49317,4.17,19190,0.81,49317,4.17,0,0.00,00:18:16,01:01:42,00:01:59,00:00:23,00:01:05,00:08:51,00:00:14,00:00:00,00:00:10,00:00:00,00:00:12,00:00:34,00:47:02,00:00:15,00:00:05,00:18:36,00:00:15,Medium,NA,Unspecified*,2.514,3.048,0.5,28.0,97.0,NA,---,---,0,12933,901,12933,-713.087,0,19190,0.000,2.850,0,0.00,8217,1.39,3224,1.09,0,0.00,19190,0.81,0,0.00,6.25 ns,9.110 ns
39,I352_O016_D004_II1_M1_F1_IR0_R1_ER1,4,4,N/A,1,1,160985,55891,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-3.411,-1545.524,0.049,0.000,5.664,52788,4.47,16381,0.69,48564,4.11,4224,0.71,00:21:07,00:51:04,00:02:02,00:00:23,00:01:19,00:08:47,00:00:15,00:00:00,00:00:11,00:00:00,00:00:12,00:00:34,00:36:04,00:00:17,00:00:06,00:21:29,00:00:16,Medium,NA,Unspecified*,2.515,3.149,0.5,28.1,96.9,NA,---,---,0,15372,1329,15372,-1545.524,0,20605,0.000,2.552,0,0.00,8134,1.38,,,,,16381,0.69,0,0.00,6.25 ns,9.110 ns
94,I352_O016_D004_II1_M1_F1_IR1_R0,5,5,14:36:43,1,1,160985,61630,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-3.651,-1470.473,0.049,0.000,5.710,54464,4.61,16485,0.70,50240,4.25,4224,0.71,00:15:53,03:48:47,00:02:01,00:00:23,00:01:22,00:08:15,00:00:14,00:00:00,00:00:10,00:00:00,00:00:12,00:00:35,03:34:09,00:00:19,00:00:05,00:16:16,00:00:18,Medium,NA,Unspecified*,2.516,3.194,0.5,28.1,96.9,NA,---,---,0,21108,1215,21108,-1470.473,0,20709,0.000,2.552,0,0.00,9212,1.56,,,,,16485,0.70,0,0.00,6.25 ns,9.110 ns
93,I352_O016_D004_II1_M1_F1_IR1_R1,5,5,15:13:22,1,1,160985,61630,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-3.702,-1505.706,0.049,0.000,5.757,54850,4.64,16483,0.70,50626,4.28,4224,0.71,00:16:24,03:08:47,00:02:00,00:00:25,00:01:30,00:09:04,00:00:15,00:00:00,00:00:10,00:00:00,00:00:12,00:00:35,02:53:18,00:00:17,00:00:05,00:16:44,00:00:15,Medium,NA,Unspecified*,2.517,3.240,0.5,28.1,96.9,NA,---,---,0,21106,1188,21106,-1505.706,0,20707,0.000,2.552,0,0.00,9212,1.56,,,,,16483,0.70,0,0.00,6.25 ns,9.110 ns
185,I352_O016_D004_II4_M0_F1_IR0_R0,4,4,38:57:02,4,4,134566,11155,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-0.326,-34.624,0.042,0.000,4.974,53467,4.52,11061,0.47,53467,4.52,0,0.00,00:19:11,00:31:39,00:02:02,00:00:24,00:01:07,00:09:03,00:00:14,00:00:00,00:00:11,00:00:00,00:00:13,00:00:34,00:16:34,00:00:17,00:00:05,00:19:32,00:00:16,Medium,NA,Unspecified*,2.505,2.469,0.5,27.7,97.3,NA,---,---,0,19649,336,19649,-34.624,0,11061,0.000,2.850,0,0.00,592,0.10,0,0.00,0,0.00,11061,0.47,0,0.00,6.25 ns,9.110 ns
184,I352_O016_D004_II4_M0_F1_IR0_R0_ER1,4,4,N/A,4,4,134566,11155,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-0.456,-62.498,0.044,0.000,5.103,55110,4.66,16693,0.71,55110,4.66,0,0.00,00:24:41,00:32:01,00:02:03,00:00:24,00:01:08,00:10:00,00:00:16,00:00:00,00:00:11,00:00:00,00:00:12,00:00:35,00:15:50,00:00:18,00:00:06,00:25:03,00:00:16,Medium,NA,Unspecified*,2.507,2.596,0.5,27.8,97.2,NA,---,---,0,22065,421,22065,-62.498,0,16693,0.000,2.850,0,0.00,566,0.10,0,0.00,0,0.00,16693,0.71,0,0.00,6.25 ns,9.110 ns
133,I352_O016_D004_II4_M0_F1_IR0_R1,4,4,38:55:50,4,4,134566,11155,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-0.326,-34.624,0.042,0.000,4.974,53467,4.52,11061,0.47,53467,4.52,0,0.00,00:19:51,00:33:39,00:02:00,00:00:23,00:01:11,00:09:38,00:00:15,00:00:00,00:00:11,00:00:00,00:00:13,00:00:36,00:17:54,00:00:17,00:00:05,00:20:12,00:00:16,Medium,NA,Unspecified*,2.505,2.469,0.5,27.7,97.3,NA,---,---,0,19649,336,19649,-34.624,0,11061,0.000,2.850,0,0.00,592,0.10,0,0.00,0,0.00,11061,0.47,0,0.00,6.25 ns,9.110 ns
132,I352_O016_D004_II4_M0_F1_IR0_R1_ER1,4,4,N/A,4,4,134566,11155,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-0.520,-133.715,0.052,0.000,5.109,55804,4.72,16694,0.71,55804,4.72,0,0.00,00:20:21,00:38:34,00:02:19,00:00:27,00:01:24,00:10:50,00:00:16,00:00:00,00:00:12,00:00:00,00:00:13,00:00:37,00:20:53,00:00:18,00:00:05,00:20:42,00:00:16,Medium,NA,Unspecified*,2.507,2.602,0.5,27.8,97.2,NA,---,---,0,22063,585,22063,-133.715,0,16694,0.000,2.850,0,0.00,576,0.10,0,0.00,0,0.00,16694,0.71,0,0.00,6.25 ns,9.110 ns
