,NAME,HLS Latency min,HLS Latency max,HLS Elapsed,HLS II min,HLS II max,HLS LUT,HLS FF,HLS Clock,HLS Target,HLS Estimated,HLS Uncertainty,HLS Slack,T WNS(ns),T TNS(ns),T WHS(ns),T THS(ns),P Total On-Chip Power (W),U CLB LUTs,U CLB LUTs (%),U CLB Registers,U CLB Registers (%),U LUT as Logic,U LUT as Logic (%),U LUT as Memory,U LUT as Memory (%),E synth synth_design,E impl total,E impl open_checkpoint,E impl opt_design,E impl phys_opt_design,E impl place_design,E impl report_clock_utilization,E impl report_control_sets,E impl report_drc,E impl report_io,E impl report_methodology,E impl report_power,E impl route_design,E impl write_checkpoint,E synth create_clock,E synth total,E synth write_checkpoint,P Confidence Level,P Design Nets Matched,P Design Power Budget (W),P Device Static (W),P Dynamic (W),P Effective TJA (C/W),P Junction Temperature (C),P Max Ambient (C),P Power Budget Margin (W),P Setting File,P Simulation Activity File,T THS Failing Endpoints,T THS Total Endpoints,T TNS Failing Endpoints,T TNS Total Endpoints,T TNS(ns),T TPWS Failing Endpoints,T TPWS Total Endpoints,T TPWS(ns),T WPWS(ns),U CARRY8,U CARRY8 (%),U F7 Muxes,U F7 Muxes (%),U F8 Muxes,U F8 Muxes (%),U F9 Muxes,U F9 Muxes (%),U Register as Flip Flop,U Register as Flip Flop (%),U Register as Latch,U Register as Latch (%),HLS Target,HLS Estimated
26,I352_O016_D006_II1_M1_F1_IR0_R0,6,6,04:33:39,1,1,160985,57604,ap_clk,6.25 ns,5.458 ns,0.80 ns,0.792,-0.150,-2.487,0.039,0.000,5.614,50488,4.27,16715,0.71,46264,3.91,4224,0.71,00:18:22,01:34:27,00:02:03,00:00:23,00:00:20,00:08:46,00:00:13,00:00:00,00:00:11,00:00:00,00:00:11,00:00:32,01:20:26,00:00:18,00:00:05,00:18:44,00:00:17,Medium,NA,Unspecified*,2.514,3.099,0.5,28.1,96.9,NA,---,---,0,14682,41,14682,-2.487,0,20939,0.000,2.552,0,0.00,9373,1.59,,,,,16715,0.71,0,0.00,6.25 ns,5.458 ns
25,I352_O016_D006_II1_M1_F1_IR0_R0_ER1,6,6,N/A,1,1,160985,57604,ap_clk,6.25 ns,5.458 ns,0.80 ns,0.792,-0.530,-44.083,0.039,0.000,5.610,51194,4.33,18124,0.77,46970,3.97,4224,0.71,00:14:53,00:54:10,00:02:06,00:00:24,00:00:21,00:08:58,00:00:15,00:00:00,00:00:11,00:00:00,00:00:12,00:00:34,00:39:42,00:00:19,00:00:05,00:15:16,00:00:18,Medium,NA,Unspecified*,2.514,3.095,0.5,28.1,96.9,NA,---,---,0,17115,176,17115,-44.083,0,22348,0.000,2.552,0,0.00,9392,1.59,,,,,18124,0.77,0,0.00,6.25 ns,5.458 ns
24,I352_O016_D006_II1_M1_F1_IR0_R1,6,6,02:59:39,1,1,160985,57604,ap_clk,6.25 ns,5.458 ns,0.80 ns,0.792,-0.586,-43.744,0.039,0.000,5.600,51052,4.32,16715,0.71,46828,3.96,4224,0.71,00:17:23,08:24:37,00:01:58,00:00:22,00:00:06,00:07:03,00:00:15,00:00:00,00:00:11,00:00:00,00:00:13,00:00:33,08:12:40,00:00:17,00:00:05,00:17:43,00:00:15,Medium,NA,Unspecified*,2.514,3.086,0.5,28.0,97.0,NA,---,---,0,14682,151,14682,-43.744,0,20939,0.000,2.552,0,0.00,9376,1.59,,,,,16715,0.71,0,0.00,6.25 ns,5.458 ns
23,I352_O016_D006_II1_M1_F1_IR0_R1_ER1,6,6,N/A,1,1,160985,57604,ap_clk,6.25 ns,5.458 ns,0.80 ns,0.792,0.044,0.000,0.039,0.000,5.526,51228,4.33,18124,0.77,47004,3.98,4224,0.71,00:14:57,00:35:35,00:02:00,00:00:23,00:00:06,00:06:58,00:00:15,00:00:00,00:00:11,00:00:00,00:00:17,00:00:35,00:23:31,00:00:18,00:00:05,00:15:18,00:00:16,Medium,NA,Unspecified*,2.513,3.013,0.5,28.0,97.0,NA,---,---,0,17115,0,17115,0.000,0,22348,0.000,2.552,0,0.00,9392,1.59,,,,,18124,0.77,0,0.00,6.25 ns,5.458 ns
86,I352_O016_D006_II1_M1_F1_IR1_R0,7,7,03:19:30,1,1,160985,63239,ap_clk,6.25 ns,5.458 ns,0.80 ns,0.792,-0.876,-84.215,0.042,0.000,5.586,50580,4.28,18126,0.77,46356,3.92,4224,0.71,00:15:56,02:15:51,00:02:04,00:00:22,00:00:25,00:08:32,00:00:15,00:00:00,00:00:11,00:00:00,00:00:12,00:00:32,02:01:55,00:00:19,00:00:05,00:16:18,00:00:17,Medium,NA,Unspecified*,2.514,3.072,0.5,28.0,97.0,NA,---,---,0,22749,202,22749,-84.215,0,22350,0.000,2.552,0,0.00,9374,1.59,,,,,18126,0.77,0,0.00,6.25 ns,5.458 ns
85,I352_O016_D006_II1_M1_F1_IR1_R1,7,7,05:06:01,1,1,160985,63239,ap_clk,6.25 ns,5.458 ns,0.80 ns,0.792,0.075,0.000,0.047,0.000,5.497,50643,4.28,18126,0.77,46419,3.93,4224,0.71,00:17:10,00:44:56,00:01:59,00:00:22,00:00:06,00:07:58,00:00:14,00:00:00,00:00:10,00:00:00,00:00:16,00:00:32,00:32:06,00:00:16,00:00:05,00:17:30,00:00:15,Medium,NA,Unspecified*,2.513,2.985,0.5,28.0,97.0,NA,---,---,0,22749,0,22749,0.000,0,22350,0.000,2.552,0,0.00,9374,1.59,,,,,18126,0.77,0,0.00,6.25 ns,5.458 ns
173,I352_O016_D006_II4_M0_F1_IR0_R0,6,6,19:32:05,4,4,134568,11020,ap_clk,6.25 ns,5.445 ns,0.80 ns,0.805,0.390,0.000,0.049,0.000,4.106,52318,4.43,10988,0.46,52318,4.43,0,0.00,00:15:16,00:24:01,00:02:00,00:00:25,00:00:07,00:06:45,00:00:15,00:00:00,00:00:10,00:00:00,00:00:17,00:00:31,00:12:12,00:00:17,00:00:05,00:15:37,00:00:16,Medium,NA,Unspecified*,2.492,1.613,0.5,27.2,97.8,NA,---,---,0,19655,0,19655,0.000,0,10988,0.000,2.850,0,0.00,873,0.15,9,<0.01,0,0.00,10988,0.46,0,0.00,6.25 ns,5.445 ns
172,I352_O016_D006_II4_M0_F1_IR0_R0_ER1,6,6,N/A,4,4,134568,11020,ap_clk,6.25 ns,5.445 ns,0.80 ns,0.805,0.346,0.000,0.053,0.000,4.468,51219,4.33,16621,0.70,51219,4.33,0,0.00,00:19:10,00:25:30,00:02:03,00:00:25,00:00:08,00:07:22,00:00:15,00:00:00,00:00:11,00:00:00,00:00:17,00:00:32,00:12:56,00:00:18,00:00:06,00:19:33,00:00:17,Medium,NA,Unspecified*,2.498,1.970,0.5,27.4,97.6,NA,---,---,0,21927,0,21927,0.000,0,16621,0.000,2.850,0,0.00,514,0.09,9,<0.01,0,0.00,16621,0.70,0,0.00,6.25 ns,5.445 ns
121,I352_O016_D006_II4_M0_F1_IR0_R1,6,6,19:29:37,4,4,134568,11020,ap_clk,6.25 ns,5.445 ns,0.80 ns,0.805,0.390,0.000,0.049,0.000,4.106,52318,4.43,10988,0.46,52318,4.43,0,0.00,00:15:17,00:23:13,00:02:01,00:00:23,00:00:06,00:06:28,00:00:14,00:00:00,00:00:10,00:00:00,00:00:17,00:00:31,00:11:47,00:00:17,00:00:05,00:15:38,00:00:16,Medium,NA,Unspecified*,2.492,1.613,0.5,27.2,97.8,NA,---,---,0,19655,0,19655,0.000,0,10988,0.000,2.850,0,0.00,873,0.15,9,<0.01,0,0.00,10988,0.46,0,0.00,6.25 ns,5.445 ns
120,I352_O016_D006_II4_M0_F1_IR0_R1_ER1,6,6,N/A,4,4,134568,11020,ap_clk,6.25 ns,5.445 ns,0.80 ns,0.805,0.333,0.000,0.044,0.000,4.443,51457,4.35,16621,0.70,51457,4.35,0,0.00,00:16:58,00:26:11,00:02:09,00:00:25,00:00:09,00:07:46,00:00:16,00:00:00,00:00:11,00:00:00,00:00:18,00:00:34,00:13:00,00:00:18,00:00:05,00:17:20,00:00:17,Medium,NA,Unspecified*,2.497,1.946,0.5,27.4,97.6,NA,---,---,0,21923,0,21923,0.000,0,16621,0.000,2.850,0,0.00,596,0.10,9,<0.01,0,0.00,16621,0.70,0,0.00,6.25 ns,5.445 ns
171,I352_O016_D006_II4_M0_F1_IR1_R0,7,7,21:26:23,4,4,134559,23617,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.577,0.000,0.039,0.000,4.784,53961,4.56,23565,1.00,53961,4.56,0,0.00,00:16:27,00:24:17,00:02:02,00:00:25,00:00:08,00:06:52,00:00:14,00:00:00,00:00:10,00:00:00,00:00:18,00:00:35,00:12:10,00:00:19,00:00:05,00:16:49,00:00:17,Medium,NA,Unspecified*,2.502,2.281,0.5,27.6,97.4,NA,---,---,0,41463,0,41463,0.000,0,23565,0.000,2.850,0,0.00,676,0.11,6,<0.01,0,0.00,23565,1.00,0,0.00,6.25 ns,5.418 ns
119,I352_O016_D006_II4_M0_F1_IR1_R1,7,7,21:27:08,4,4,134559,23617,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.577,0.000,0.039,0.000,4.784,53961,4.56,23565,1.00,53961,4.56,0,0.00,00:16:38,00:24:21,00:02:02,00:00:24,00:00:08,00:06:49,00:00:15,00:00:00,00:00:11,00:00:00,00:00:18,00:00:36,00:12:15,00:00:18,00:00:05,00:17:00,00:00:17,Medium,NA,Unspecified*,2.502,2.281,0.5,27.6,97.4,NA,---,---,0,41463,0,41463,0.000,0,23565,0.000,2.850,0,0.00,676,0.11,6,<0.01,0,0.00,23565,1.00,0,0.00,6.25 ns,5.418 ns
22,I352_O016_D006_II4_M1_F1_IR0_R0,6,6,03:01:10,4,4,138504,12164,ap_clk,6.25 ns,5.458 ns,0.80 ns,0.792,0.185,0.000,0.046,0.000,4.394,46179,3.91,12112,0.51,46179,3.91,0,0.00,00:18:22,01:01:13,00:02:01,00:00:23,00:00:06,00:07:48,00:00:15,00:00:00,00:00:11,00:00:00,00:00:16,00:00:32,00:48:23,00:00:17,00:00:05,00:18:43,00:00:16,Medium,NA,Unspecified*,2.497,1.898,0.5,27.4,97.6,NA,---,---,0,17534,0,17534,0.000,0,12112,0.000,2.850,0,0.00,9386,1.59,3840,1.30,0,0.00,12112,0.51,0,0.00,6.25 ns,5.458 ns
21,I352_O016_D006_II4_M1_F1_IR0_R0_ER1,6,6,N/A,4,4,138504,12164,ap_clk,6.25 ns,5.458 ns,0.80 ns,0.792,-0.266,-2.879,0.046,0.000,4.401,46335,3.92,17745,0.75,46335,3.92,0,0.00,00:15:29,00:55:11,00:02:03,00:00:22,00:00:24,00:08:12,00:00:15,00:00:00,00:00:11,00:00:00,00:00:12,00:00:34,00:41:37,00:00:18,00:00:05,00:15:51,00:00:17,Medium,NA,Unspecified*,2.497,1.904,0.5,27.4,97.6,NA,---,---,0,24177,39,24177,-2.879,0,17745,0.000,2.850,0,0.00,9382,1.59,3848,1.30,0,0.00,17745,0.75,0,0.00,6.25 ns,5.458 ns
20,I352_O016_D006_II4_M1_F1_IR0_R1,6,6,02:56:56,4,4,138504,12164,ap_clk,6.25 ns,5.458 ns,0.80 ns,0.792,0.087,0.000,0.044,0.000,4.328,46601,3.94,12112,0.51,46601,3.94,0,0.00,00:19:00,01:36:03,00:01:55,00:00:21,00:00:06,00:07:00,00:00:15,00:00:00,00:00:10,00:00:00,00:00:18,00:00:32,01:24:18,00:00:15,00:00:05,00:19:19,00:00:14,Medium,NA,Unspecified*,2.496,1.833,0.5,27.4,97.6,NA,---,---,0,17534,0,17534,0.000,0,12112,0.000,2.850,0,0.00,9386,1.59,3840,1.30,0,0.00,12112,0.51,0,0.00,6.25 ns,5.458 ns
19,I352_O016_D006_II4_M1_F1_IR0_R1_ER1,6,6,N/A,4,4,138504,12164,ap_clk,6.25 ns,5.458 ns,0.80 ns,0.792,0.043,0.000,0.047,0.000,4.412,46864,3.96,17745,0.75,46864,3.96,0,0.00,00:15:46,00:26:13,00:02:09,00:00:22,00:00:07,00:06:28,00:00:15,00:00:00,00:00:10,00:00:00,00:00:17,00:00:33,00:14:39,00:00:16,00:00:05,00:16:06,00:00:15,Medium,NA,Unspecified*,2.497,1.916,0.5,27.4,97.6,NA,---,---,0,24184,0,24184,0.000,0,17745,0.000,2.850,0,0.00,9296,1.57,3208,1.09,0,0.00,17745,0.75,0,0.00,6.25 ns,5.458 ns
84,I352_O016_D006_II4_M1_F1_IR1_R0,7,7,03:20:01,4,4,138495,22022,ap_clk,6.25 ns,5.458 ns,0.80 ns,0.792,-0.609,-26.253,0.041,0.000,4.526,46712,3.95,21969,0.93,46712,3.95,0,0.00,00:15:01,04:08:42,00:02:02,00:00:23,00:00:08,00:08:00,00:00:16,00:00:00,00:00:11,00:00:00,00:00:12,00:00:33,03:55:33,00:00:18,00:00:05,00:15:23,00:00:17,Medium,NA,Unspecified*,2.498,2.028,0.5,27.5,97.5,NA,---,---,0,38268,133,38268,-26.253,0,21969,0.000,2.850,0,0.00,9435,1.60,3840,1.30,0,0.00,21969,0.93,0,0.00,6.25 ns,5.458 ns
83,I352_O016_D006_II4_M1_F1_IR1_R1,7,7,03:23:12,4,4,138495,22022,ap_clk,6.25 ns,5.458 ns,0.80 ns,0.792,0.242,0.000,0.041,0.000,4.525,47164,3.99,21969,0.93,47164,3.99,0,0.00,00:14:29,00:51:56,00:01:59,00:00:22,00:00:07,00:08:32,00:00:15,00:00:00,00:00:10,00:00:00,00:00:16,00:00:32,00:38:28,00:00:16,00:00:05,00:14:49,00:00:15,Medium,NA,Unspecified*,2.498,2.026,0.5,27.5,97.5,NA,---,---,0,38268,0,38268,0.000,0,21969,0.000,2.850,0,0.00,9419,1.59,3840,1.30,0,0.00,21969,0.93,0,0.00,6.25 ns,5.458 ns
170,I352_O016_D007_II1_M0_F1_IR0_R0,7,7,07:55:59,1,1,134521,18796,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.633,0.000,0.041,0.000,6.320,53297,4.51,18741,0.79,53297,4.51,0,0.00,00:18:45,00:24:29,00:02:07,00:00:25,00:00:07,00:07:12,00:00:15,00:00:00,00:00:11,00:00:00,00:00:19,00:00:37,00:11:53,00:00:18,00:00:06,00:19:08,00:00:17,Medium,NA,Unspecified*,2.525,3.795,0.5,28.4,96.6,NA,---,---,0,12484,0,12484,0.000,0,18741,0.000,2.850,0,0.00,631,0.11,6,<0.01,0,0.00,18741,0.79,0,0.00,6.25 ns,5.418 ns
169,I352_O016_D007_II1_M0_F1_IR0_R0_ER1,7,7,N/A,1,1,134521,18796,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.638,0.000,0.040,0.000,6.317,53134,4.49,24374,1.03,53134,4.49,0,0.00,00:22:25,00:25:46,00:02:19,00:00:28,00:00:08,00:07:30,00:00:15,00:00:00,00:00:11,00:00:00,00:00:19,00:00:37,00:12:31,00:00:19,00:00:06,00:22:48,00:00:17,Medium,NA,Unspecified*,2.525,3.792,0.5,28.4,96.6,NA,---,---,0,19143,0,19143,0.000,0,24374,0.000,2.850,0,0.00,721,0.12,0,0.00,0,0.00,24374,1.03,0,0.00,6.25 ns,5.418 ns
118,I352_O016_D007_II1_M0_F1_IR0_R1,7,7,08:02:58,1,1,134521,18796,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.633,0.000,0.041,0.000,6.320,53297,4.51,18741,0.79,53297,4.51,0,0.00,00:18:56,00:24:34,00:02:07,00:00:26,00:00:07,00:07:09,00:00:15,00:00:00,00:00:12,00:00:00,00:00:19,00:00:37,00:12:00,00:00:18,00:00:06,00:19:19,00:00:17,Medium,NA,Unspecified*,2.525,3.795,0.5,28.4,96.6,NA,---,---,0,12484,0,12484,0.000,0,18741,0.000,2.850,0,0.00,631,0.11,6,<0.01,0,0.00,18741,0.79,0,0.00,6.25 ns,5.418 ns
117,I352_O016_D007_II1_M0_F1_IR0_R1_ER1,7,7,N/A,1,1,134521,18796,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.544,0.000,0.038,0.000,6.285,53069,4.49,24374,1.03,53069,4.49,0,0.00,00:19:27,00:26:14,00:02:16,00:00:28,00:00:09,00:07:45,00:00:15,00:00:00,00:00:12,00:00:00,00:00:19,00:00:37,00:12:47,00:00:18,00:00:06,00:19:50,00:00:17,Medium,NA,Unspecified*,2.524,3.761,0.5,28.4,96.6,NA,---,---,0,19143,0,19143,0.000,0,24374,0.000,2.850,0,0.00,674,0.11,0,0.00,0,0.00,24374,1.03,0,0.00,6.25 ns,5.418 ns
168,I352_O016_D007_II1_M0_F1_IR1_R0,7,7,09:45:20,1,1,134521,24024,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.648,0.000,0.040,0.000,6.297,53044,4.49,23968,1.01,53044,4.49,0,0.00,00:21:29,00:23:59,00:02:04,00:00:25,00:00:08,00:06:53,00:00:14,00:00:00,00:00:10,00:00:00,00:00:17,00:00:35,00:11:48,00:00:19,00:00:05,00:21:52,00:00:18,Medium,NA,Unspecified*,2.525,3.773,0.5,28.4,96.6,NA,---,---,0,24365,0,24365,0.000,0,23968,0.000,2.850,0,0.00,762,0.13,0,0.00,0,0.00,23968,1.01,0,0.00,6.25 ns,5.418 ns
116,I352_O016_D007_II1_M0_F1_IR1_R1,7,7,09:48:12,1,1,134521,24024,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.648,0.000,0.040,0.000,6.297,53044,4.49,23968,1.01,53044,4.49,0,0.00,00:21:17,00:24:07,00:02:04,00:00:25,00:00:09,00:06:53,00:00:14,00:00:00,00:00:11,00:00:00,00:00:18,00:00:35,00:11:53,00:00:19,00:00:05,00:21:40,00:00:18,Medium,NA,Unspecified*,2.525,3.773,0.5,28.4,96.6,NA,---,---,0,24365,0,24365,0.000,0,23968,0.000,2.850,0,0.00,762,0.13,0,0.00,0,0.00,23968,1.01,0,0.00,6.25 ns,5.418 ns
18,I352_O016_D007_II1_M1_F1_IR0_R0,7,7,01:42:11,1,1,160985,57797,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,-0.938,-83.333,0.045,0.000,5.585,50242,4.25,16921,0.72,46018,3.89,4224,0.71,00:16:12,06:12:09,00:02:05,00:00:24,00:00:06,00:07:19,00:00:15,00:00:00,00:00:11,00:00:00,00:00:12,00:00:33,05:59:39,00:00:19,00:00:06,00:16:35,00:00:17,Medium,NA,Unspecified*,2.514,3.071,0.5,28.0,97.0,NA,---,---,0,15237,178,15237,-83.333,0,21145,0.000,2.552,0,0.00,9310,1.57,,,,,16921,0.72,0,0.00,6.25 ns,5.418 ns
17,I352_O016_D007_II1_M1_F1_IR0_R0_ER1,7,7,N/A,1,1,160985,57797,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.136,0.000,0.039,0.000,5.496,50419,4.26,18330,0.78,46195,3.91,4224,0.71,00:16:54,01:50:51,00:02:11,00:00:25,00:00:07,00:08:01,00:00:16,00:00:00,00:00:12,00:00:00,00:00:18,00:00:34,01:37:17,00:00:20,00:00:06,00:17:18,00:00:18,Medium,NA,Unspecified*,2.513,2.984,0.5,28.0,97.0,NA,---,---,0,17321,0,17321,0.000,0,22554,0.000,2.552,0,0.00,9307,1.57,,,,,18330,0.78,0,0.00,6.25 ns,5.418 ns
16,I352_O016_D007_II1_M1_F1_IR0_R1,7,7,01:42:49,1,1,160985,57797,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,-0.377,-11.746,0.039,0.000,5.572,50621,4.28,16921,0.72,46397,3.92,4224,0.71,00:17:51,02:55:47,00:02:03,00:00:24,00:00:07,00:07:24,00:00:16,00:00:00,00:00:12,00:00:00,00:00:13,00:00:35,02:43:17,00:00:17,00:00:06,00:18:12,00:00:15,Medium,NA,Unspecified*,2.514,3.058,0.5,28.0,97.0,NA,---,---,0,15237,80,15237,-11.746,0,21145,0.000,2.552,0,0.00,9310,1.57,,,,,16921,0.72,0,0.00,6.25 ns,5.418 ns
15,I352_O016_D007_II1_M1_F1_IR0_R1_ER1,7,7,N/A,1,1,160985,57797,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.204,0.000,0.039,0.000,5.526,50947,4.31,18330,0.78,46723,3.95,4224,0.71,00:17:10,00:33:30,00:02:05,00:00:24,00:00:07,00:07:01,00:00:16,00:00:00,00:00:11,00:00:00,00:00:17,00:00:33,00:21:15,00:00:18,00:00:06,00:17:32,00:00:16,Medium,NA,Unspecified*,2.513,3.013,0.5,28.0,97.0,NA,---,---,0,17321,0,17321,0.000,0,22554,0.000,2.552,0,0.00,9179,1.55,,,,,18330,0.78,0,0.00,6.25 ns,5.418 ns
82,I352_O016_D007_II1_M1_F1_IR1_R0,8,8,01:50:59,1,1,160985,63429,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.357,0.000,0.039,0.000,5.591,50472,4.27,18328,0.78,46248,3.91,4224,0.71,00:15:18,00:39:18,00:02:03,00:00:24,00:00:07,00:06:25,00:00:17,00:00:00,00:00:11,00:00:00,00:00:19,00:00:35,00:27:32,00:00:20,00:00:05,00:15:40,00:00:17,Medium,NA,Unspecified*,2.514,3.077,0.5,28.0,97.0,NA,---,---,0,22951,0,22951,0.000,0,22552,0.000,2.552,0,0.00,9274,1.57,,,,,18328,0.78,0,0.00,6.25 ns,5.418 ns
81,I352_O016_D007_II1_M1_F1_IR1_R1,8,8,03:52:26,1,1,160985,63429,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.292,0.000,0.039,0.000,5.573,50836,4.30,18354,0.78,46612,3.94,4224,0.71,00:15:51,00:25:50,00:01:59,00:00:22,00:00:07,00:06:17,00:00:14,00:00:00,00:00:10,00:00:00,00:00:16,00:00:32,00:14:37,00:00:17,00:00:05,00:16:11,00:00:15,Medium,NA,Unspecified*,2.514,3.059,0.5,28.0,97.0,NA,---,---,0,22977,0,22977,0.000,0,22578,0.000,2.552,0,0.00,9146,1.55,,,,,18354,0.78,0,0.00,6.25 ns,5.418 ns
167,I352_O016_D007_II4_M0_F1_IR0_R0,7,7,11:41:41,4,4,134559,11000,ap_clk,6.25 ns,5.445 ns,0.80 ns,0.805,0.524,0.000,0.042,0.000,4.405,50835,4.30,10970,0.46,50835,4.30,0,0.00,00:17:26,00:25:58,00:02:07,00:00:25,00:00:07,00:06:58,00:00:16,00:00:00,00:00:12,00:00:00,00:00:20,00:00:35,00:13:38,00:00:18,00:00:06,00:17:48,00:00:16,Medium,NA,Unspecified*,2.497,1.908,0.5,27.4,97.6,NA,---,---,0,19621,0,19621,0.000,0,10970,0.000,2.850,0,0.00,653,0.11,9,<0.01,0,0.00,10970,0.46,0,0.00,6.25 ns,5.445 ns
166,I352_O016_D007_II4_M0_F1_IR0_R0_ER1,7,7,N/A,4,4,134559,11000,ap_clk,6.25 ns,5.445 ns,0.80 ns,0.805,0.505,0.000,0.048,0.000,4.635,52489,4.44,16603,0.70,52489,4.44,0,0.00,00:16:13,00:27:01,00:02:14,00:00:27,00:00:09,00:07:58,00:00:17,00:00:00,00:00:12,00:00:00,00:00:19,00:00:35,00:13:23,00:00:19,00:00:06,00:16:36,00:00:17,Medium,NA,Unspecified*,2.500,2.135,0.5,27.5,97.5,NA,---,---,0,21896,0,21896,0.000,0,16603,0.000,2.850,0,0.00,509,0.09,4,<0.01,0,0.00,16603,0.70,0,0.00,6.25 ns,5.445 ns
115,I352_O016_D007_II4_M0_F1_IR0_R1,7,7,11:46:00,4,4,134559,11000,ap_clk,6.25 ns,5.445 ns,0.80 ns,0.805,0.524,0.000,0.042,0.000,4.405,50835,4.30,10970,0.46,50835,4.30,0,0.00,00:17:58,00:25:54,00:02:08,00:00:26,00:00:08,00:07:24,00:00:17,00:00:00,00:00:12,00:00:00,00:00:20,00:00:35,00:13:03,00:00:17,00:00:06,00:18:21,00:00:17,Medium,NA,Unspecified*,2.497,1.908,0.5,27.4,97.6,NA,---,---,0,19621,0,19621,0.000,0,10970,0.000,2.850,0,0.00,653,0.11,9,<0.01,0,0.00,10970,0.46,0,0.00,6.25 ns,5.445 ns
114,I352_O016_D007_II4_M0_F1_IR0_R1_ER1,7,7,N/A,4,4,134559,11000,ap_clk,6.25 ns,5.445 ns,0.80 ns,0.805,0.285,0.000,0.053,0.000,4.642,52811,4.47,16603,0.70,52811,4.47,0,0.00,00:16:31,00:26:33,00:02:07,00:00:27,00:00:09,00:07:52,00:00:16,00:00:00,00:00:12,00:00:00,00:00:18,00:00:34,00:13:14,00:00:18,00:00:06,00:16:54,00:00:17,Medium,NA,Unspecified*,2.500,2.142,0.5,27.5,97.5,NA,---,---,0,21896,0,21896,0.000,0,16603,0.000,2.850,0,0.00,509,0.09,4,<0.01,0,0.00,16603,0.70,0,0.00,6.25 ns,5.445 ns
165,I352_O016_D007_II4_M0_F1_IR1_R0,7,7,13:40:53,4,4,134559,23636,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.630,0.000,0.042,0.000,4.774,54029,4.57,23584,1.00,54029,4.57,0,0.00,00:20:17,00:25:41,00:02:02,00:00:25,00:00:09,00:07:13,00:00:15,00:00:00,00:00:10,00:00:00,00:00:18,00:00:35,00:13:11,00:00:19,00:00:05,00:20:39,00:00:17,Medium,NA,Unspecified*,2.502,2.272,0.5,27.6,97.4,NA,---,---,0,41503,0,41503,0.000,0,23584,0.000,2.850,0,0.00,744,0.13,0,0.00,0,0.00,23584,1.00,0,0.00,6.25 ns,5.418 ns
113,I352_O016_D007_II4_M0_F1_IR1_R1,7,7,13:43:16,4,4,134559,23636,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.630,0.000,0.042,0.000,4.774,54029,4.57,23584,1.00,54029,4.57,0,0.00,00:19:13,00:26:12,00:02:04,00:00:25,00:00:09,00:07:21,00:00:17,00:00:00,00:00:11,00:00:00,00:00:18,00:00:36,00:13:28,00:00:18,00:00:05,00:19:35,00:00:17,Medium,NA,Unspecified*,2.502,2.272,0.5,27.6,97.4,NA,---,---,0,41503,0,41503,0.000,0,23584,0.000,2.850,0,0.00,744,0.13,0,0.00,0,0.00,23584,1.00,0,0.00,6.25 ns,5.418 ns
14,I352_O016_D007_II4_M1_F1_IR0_R0,7,7,01:44:57,4,4,138495,12245,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.315,0.000,0.051,0.000,3.977,46281,3.91,12215,0.52,46281,3.91,0,0.00,00:15:48,00:28:22,00:02:06,00:00:24,00:00:07,00:06:51,00:00:15,00:00:00,00:00:11,00:00:00,00:00:16,00:00:33,00:16:18,00:00:17,00:00:06,00:16:10,00:00:16,Medium,NA,Unspecified*,2.491,1.487,0.5,27.2,97.8,NA,---,---,0,18041,0,18041,0.000,0,12215,0.000,2.850,0,0.00,9270,1.57,3841,1.30,0,0.00,12215,0.52,0,0.00,6.25 ns,5.418 ns
13,I352_O016_D007_II4_M1_F1_IR0_R0_ER1,7,7,N/A,4,4,138495,12245,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.115,0.000,0.044,0.000,4.414,46432,3.93,17839,0.75,46432,3.93,0,0.00,00:17:17,02:12:08,00:02:05,00:00:23,00:00:08,00:07:28,00:00:16,00:00:00,00:00:11,00:00:00,00:00:17,00:00:33,01:59:21,00:00:19,00:00:06,00:17:41,00:00:18,Medium,NA,Unspecified*,2.497,1.917,0.5,27.4,97.6,NA,---,---,0,24339,0,24339,0.000,0,17839,0.000,2.850,0,0.00,9297,1.57,3840,1.30,0,0.00,17839,0.75,0,0.00,6.25 ns,5.418 ns
