Implementation,LUTs,FFs,Logic Levels,LL-1,LL+1,High Fanout,HF-1,HF+1,Cumulative Fanout,CF-1,CF+1,Routes,Routes-1,Routes+1,Requirement,Req-1,Req+1,Path Delay,PD-1,PD+1,Slack,Slack-1,Slack+1,Logic Delay,LD-1,LD+1,Net Delay,ND-1,ND+1
../syn/I004_O004_D000_CSN_VHDL-freq320retfan10000,81,0,6,0,0,20,2,1,41,2,1,6,1,1,3.125,0.000,0.000,2.200,0.546,0.391,0.787,inf,inf,0.840(39%),0.096(18%),0.096(25%),1.360(61%),0.450(82%),0.295(75%)
../syn/I004_O004_D001_CSN_VHDL-freq320retfan10000,104,52,6,0,0,21,2,1,68,2,1,6,1,1,3.125,0.000,3.125,2.320,1.473,0.557,0.679,inf,2.532,0.644(28%),0.096(7%),0.094(17%),1.676(72%),1.377(93%),0.463(83%)
../syn/I004_O004_D002_CSN_VHDL-freq320retfan10000,104,104,6,0,0,20,2,1,50,2,1,6,1,1,3.125,0.000,3.125,2.134,0.367,0.473,0.874,inf,2.614,0.818(39%),0.094(26%),0.096(21%),1.316(61%),0.273(74%),0.377(79%)
../syn/I004_O004_D003_CSN_VHDL-freq320retfan10000,139,52,6,0,0,20,2,1,64,2,1,7,1,0,3.125,0.000,3.125,2.424,0.517,0.562,0.613,inf,2.480,0.860(36%),0.098(19%),0.480(86%),1.564(64%),0.419(81%),0.082(14%)
../syn/I004_O004_D004_CSN_VHDL-freq320retfan10000,142,72,6,0,0,22,2,1,52,2,1,6,1,1,3.125,0.000,3.125,2.118,1.274,0.419,0.913,inf,2.596,0.700(34%),0.096(8%),0.094(23%),1.418(66%),1.178(92%),0.325(77%)
../syn/I016_O002_D000-freq160retfan10000,637,0,11,0,0,38,1,1,86,1,1,11,1,1,6.250,6.250,6.250,5.015,0.479,0.469,1.129,5.752,5.731,1.229(25%),0.096(21%),0.096(21%),3.786(75%),0.383(79%),0.373(79%)
../syn/I016_O002_D000-freq160retfan16,675,0,11,0,0,20,1,1,68,1,1,11,1,1,6.250,6.250,6.250,4.714,0.318,0.389,1.397,5.913,5.823,1.353(29%),0.094(30%),0.096(25%),3.361(71%),0.224(70%),0.293(75%)
../syn/I016_O002_D000-freq320retfan10000,735,0,9,0,0,35,2,1,73,2,1,9,1,1,3.125,3.125,3.125,3.419,0.588,0.703,-0.345,2.415,2.223,0.831(25%),0.096(17%),0.096(14%),2.588(75%),0.492(83%),0.607(86%)
../syn/I016_O002_D000-freq320retfan16,798,0,10,0,0,18,1,1,45,1,1,10,1,1,3.125,3.125,3.125,3.556,0.805,0.897,-0.460,2.208,2.016,1.229(35%),0.097(13%),0.097(11%),2.327(65%),0.708(87%),0.800(89%)
../syn/I016_O002_D000-freq80retfan10000,637,0,10,0,0,37,1,1,81,1,1,10,1,1,12.500,12.500,12.500,5.909,0.492,0.386,6.505,11.989,12.083,1.169(20%),0.096(20%),0.096(25%),4.740(80%),0.396(80%),0.290(75%)
../syn/I016_O002_D000-freq80retfan16,675,0,10,0,0,17,1,1,58,1,1,10,1,1,12.500,12.500,12.500,6.141,1.273,0.467,6.234,11.208,11.926,1.549(26%),0.098(8%),0.096(21%),4.592(74%),1.175(92%),0.371(79%)
../syn/I016_O002_D001-freq160retfan10000,630,32,10,0,0,35,1,1,79,1,1,10,1,1,6.250,6.250,6.250,5.003,0.729,0.706,1.071,5.502,5.507,0.995(20%),0.097(14%),0.096(14%),4.008(80%),0.632(86%),0.610(86%)
../syn/I016_O002_D001-freq160retfan16,664,32,10,0,0,17,1,1,63,1,1,10,1,1,6.250,6.250,6.250,4.988,0.624,0.386,1.167,5.572,5.833,1.045(21%),0.094(16%),0.096(25%),3.943(79%),0.530(84%),0.290(75%)
../syn/I016_O002_D001-freq320retfan10000,698,405,8,2,0,16,16,1,39,19,1,8,3,1,3.125,3.125,3.125,2.761,1.531,0.542,0.266,1.513,2.473,1.078(40%),0.311(21%),0.097(18%),1.683(60%),1.220(79%),0.445(82%)
../syn/I016_O002_D001-freq320retfan16,716,412,7,2,0,16,16,1,38,19,1,7,3,1,3.125,3.125,3.125,2.745,1.391,0.386,0.283,1.613,2.708,0.614(23%),0.447(33%),0.096(25%),2.131(77%),0.944(67%),0.290(75%)
../syn/I016_O002_D001-freq80retfan10000,630,32,9,0,0,37,1,1,79,1,1,9,1,1,12.500,12.500,12.500,5.916,0.257,0.386,6.373,12.224,12.083,1.316(23%),0.095(37%),0.096(25%),4.600(77%),0.162(63%),0.290(75%)
../syn/I016_O002_D001-freq80retfan16,664,32,8,0,0,17,1,1,55,1,1,8,1,1,12.500,12.500,12.500,6.309,0.453,0.771,6.083,12.028,11.686,1.132(18%),0.096(22%),0.096(13%),5.177(82%),0.357(78%),0.675(87%)
../syn/I016_O002_D002-freq160retfan10000,631,64,10,0,0,37,1,1,82,1,1,10,1,1,6.250,6.250,6.250,4.994,0.480,0.387,1.149,5.751,5.814,1.162(24%),0.096(20%),0.096(25%),3.832(76%),0.384(80%),0.291(75%)
../syn/I016_O002_D002-freq160retfan16,665,64,8,0,0,17,1,1,57,1,1,8,1,1,6.250,6.250,6.250,4.758,0.637,0.386,1.427,5.594,5.822,0.917(20%),0.097(16%),0.096(25%),3.841(80%),0.540(84%),0.290(75%)
../syn/I016_O002_D002-freq320retfan10000,761,423,7,0,0,26,5,1,50,5,1,7,1,1,3.125,3.125,3.125,2.810,0.882,0.386,0.214,2.119,2.697,0.979(35%),0.093(11%),0.096(25%),1.831(65%),0.789(89%),0.290(75%)
../syn/I016_O002_D002-freq320retfan16,768,423,7,0,0,16,3,1,39,3,1,7,1,1,3.125,3.125,3.125,2.683,0.519,0.530,0.323,2.461,2.547,0.767(29%),0.096(19%),0.097(19%),1.916(71%),0.423(81%),0.433(81%)
../syn/I016_O002_D002-freq80retfan10000,631,64,9,0,0,37,1,1,79,1,1,9,1,1,12.500,12.500,12.500,6.517,0.470,0.505,5.871,11.993,11.944,1.244(20%),0.098(21%),0.096(20%),5.273(80%),0.372(79%),0.409(80%)
../syn/I016_O002_D002-freq80retfan16,665,64,7,0,0,17,1,1,58,1,1,7,1,1,12.500,12.500,12.500,6.063,0.874,0.759,6.333,11.607,11.692,1.031(18%),0.097(12%),0.096(13%),5.032(82%),0.777(88%),0.663(87%)
../syn/I016_O016_D000-freq160retfan10000,5911,0,47,0,0,42,4,1,416,4,1,47,1,1,6.250,6.250,6.250,19.215,1.435,0.482,-12.884,4.646,5.411,5.319(28%),0.094(7%),0.096(20%),13.896(72%),1.341(93%),0.386(80%)
../syn/I016_O016_D000-freq160retfan16,6397,0,49,0,0,38,1,1,353,1,1,49,1,1,6.250,6.250,6.250,19.334,0.667,0.426,-13.055,5.452,5.449,5.183(27%),0.094(15%),0.096(23%),14.151(73%),0.573(85%),0.330(77%)
../syn/I016_O016_D000-freq320retfan10000,6107,0,48,0,0,38,4,1,362,4,1,48,1,1,3.125,3.125,3.125,19.922,1.306,0.455,-16.700,1.718,2.308,5.300(27%),0.093(8%),0.096(22%),14.622(73%),1.213(92%),0.359(78%)
../syn/I016_O016_D000-freq320retfan16,6753,0,52,0,0,37,1,1,354,1,1,52,1,1,3.125,3.125,3.125,20.956,0.482,0.534,-17.951,2.539,2.519,5.640(27%),0.093(20%),0.096(18%),15.316(73%),0.389(80%),0.438(82%)
../syn/I016_O016_D000-freq80retfan10000,5964,0,50,0,0,31,4,1,337,4,1,50,1,1,12.500,12.500,12.500,19.327,0.889,0.964,-6.852,11.527,11.313,6.215(33%),0.098(12%),0.097(11%),13.112(67%),0.791(88%),0.867(89%)
../syn/I016_O016_D000-freq80retfan16,6503,0,48,0,0,38,1,1,324,1,1,48,1,1,12.500,12.500,12.500,21.803,0.636,0.801,-8.926,11.750,11.139,6.092(28%),0.098(16%),0.094(12%),15.711(72%),0.538(84%),0.707(88%)
../syn/I016_O016_D000_BITONIC-freq100retfan10000,1224,0,21,0,0,29,2,1,173,2,1,21,1,1,10.000,0.000,0.000,7.796,0.640,0.287,2.077,inf,inf,2.591(34%),0.095(15%),0.096(34%),5.205(66%),0.545(85%),0.191(66%)
../syn/I016_O016_D000_BITONIC-freq160retfan10000,1320,0,23,0,0,43,2,1,193,2,1,23,1,1,6.250,0.000,0.000,6.087,0.626,0.494,0.100,inf,inf,2.315(39%),0.098(16%),0.096(20%),3.772(61%),0.528(84%),0.398(80%)
../syn/I016_O016_D000_BITONIC-freq320retfan10000,1709,0,23,0,0,26,3,1,174,3,1,23,1,1,3.125,0.000,0.000,5.291,0.802,0.639,-2.377,inf,inf,2.170(42%),0.096(12%),0.096(16%),3.121(58%),0.706(88%),0.543(84%)
../syn/I016_O016_D000_BITONIC_SEL_TOPVHDL_PT1BIT-freq280x400retfan10000,378,0,6,0,0,38,2,1,96,2,1,6,1,1,3.572,0.000,0.000,2.753,0.353,0.384,0.700,inf,inf,0.626(23%),0.099(29%),0.096(25%),2.127(77%),0.254(71%),0.288(75%)
../syn/I016_O016_D000_BITONIC_TOPVHDL-freq280x400retfan10000,1853,0,23,0,0,46,2,1,211,2,1,23,1,1,3.572,0.000,0.000,5.677,0.673,0.492,-2.214,inf,inf,2.019(36%),0.099(15%),0.096(20%),3.658(64%),0.574(85%),0.396(80%)
../syn/I016_O016_D000_BITONIC_TOPVHDL-freq320retfan10000,1705,0,24,0,0,46,2,1,222,2,1,24,1,1,3.125,0.000,0.000,5.625,0.583,0.395,-2.612,inf,inf,2.249(40%),0.099(17%),0.095(25%),3.376(60%),0.484(83%),0.300(75%)
../syn/I016_O016_D000_BITONIC_TOPVHDL_PT1BIT-freq280x400retfan10000,1108,0,7,0,0,67,2,1,132,2,1,7,1,1,3.572,0.000,0.000,3.275,0.838,0.371,0.214,inf,inf,0.818(25%),0.095(12%),0.096(26%),2.457(75%),0.743(88%),0.275(74%)
../syn/I016_O016_D000_BUCKET-freq160retfan10000,45217,0,165,0,0,58,13,1,1255,13,1,165,1,1,6.250,6.250,6.250,32.698,0.867,0.692,-26.540,5.157,5.333,10.917(34%),0.094(11%),0.093(14%),21.781(66%),0.773(89%),0.599(86%)
../syn/I016_O016_D000_BUCKET-freq320retfan10000,45220,0,145,0,0,179,1,1,699,1,1,145,1,1,3.125,3.125,3.125,35.079,0.542,0.622,-31.777,2.468,1.950,11.051(32%),0.099(19%),0.096(16%),24.028(68%),0.443(81%),0.526(84%)
../syn/I016_O016_D000_BUCKET-freq80retfan16,54192,0,129,0,0,226,1,1,467,1,1,130,1,1,12.500,12.500,12.500,30.482,0.914,0.846,-17.579,11.380,11.090,9.972(33%),0.096(11%),0.093(11%),20.510(67%),0.818(89%),0.753(89%)
../syn/I016_O016_D000_CSN_VHDL-freq160retfan10000,984,0,20,0,0,37,2,1,219,2,1,20,1,1,6.250,0.000,0.000,5.963,0.432,0.465,0.220,inf,inf,2.339(40%),0.097(23%),0.097(21%),3.624(60%),0.335(77%),0.368(79%)
../syn/I016_O016_D000_CSN_VHDL-freq160x320retfan10000,1258,0,20,0,0,38,2,1,255,2,1,20,1,1,6.250,0.000,0.000,5.760,0.334,0.553,0.425,inf,inf,2.190(39%),0.094(29%),0.097(18%),3.570(61%),0.240(71%),0.456(82%)
../syn/I016_O016_D000_CSN_VHDL-freq280retfan10000,1157,0,17,0,0,35,3,1,179,3,1,17,1,1,3.572,0.000,0.000,5.229,0.996,0.744,-1.391,inf,inf,2.049(40%),0.094(10%),0.098(14%),3.180(60%),0.902(90%),0.646(86%)
../syn/I016_O016_D000_CSN_VHDL-freq280x320retfan10000,1244,0,19,0,0,36,2,1,190,2,1,19,1,1,3.572,0.000,0.000,4.876,0.529,0.632,-1.006,inf,inf,1.695(35%),0.094(18%),0.098(16%),3.181(65%),0.435(82%),0.534(84%)
../syn/I016_O016_D000_CSN_VHDL-freq320retfan10000,1244,0,19,0,0,34,2,1,159,2,1,19,1,1,3.125,0.000,0.000,4.915,0.464,0.496,-1.912,inf,inf,1.615(33%),0.095(21%),0.096(20%),3.300(67%),0.369(79%),0.400(80%)
../syn/I016_O016_D000_CSN_VHDL_DATAFMT-freq280retfan10000,1262,649,11,0,0,12,2,1,55,2,1,11,1,1,3.572,0.000,0.000,3.349,0.849,0.520,0.062,inf,inf,1.442(44%),0.098(12%),0.093(18%),1.907(56%),0.751(88%),0.427(82%)
../syn/I016_O016_D000_CSN_VHDL_DATAFMT-freq280x320retfan10000,1292,661,10,0,0,23,2,1,90,2,1,10,1,1,3.572,0.000,0.000,3.357,0.671,0.527,0.086,inf,inf,1.384(42%),0.096(15%),0.093(18%),1.973(58%),0.575(85%),0.434(82%)
../syn/I016_O016_D000_CSN_VHDL_DATAFMT-freq280x400retfan10000,1297,658,10,0,0,24,2,1,77,2,1,10,1,1,3.572,0.000,0.000,3.351,0.725,0.609,0.077,inf,inf,1.129(34%),0.095(14%),0.096(16%),2.222(66%),0.630(86%),0.513(84%)
../syn/I016_O016_D000_CSN_VHDL_DATAFMT012210-freq160retfan10000,1169,475,14,0,0,37,2,1,87,2,1,14,1,1,6.250,0.000,0.000,4.955,0.642,0.382,1.152,inf,inf,1.349(28%),0.096(15%),0.096(26%),3.606(72%),0.546(85%),0.286(74%)
../syn/I016_O016_D000_CSN_VHDL_DATAFMT012210-freq280retfan10000,1186,522,11,0,0,17,2,1,62,2,1,11,1,1,3.572,0.000,0.000,3.459,0.612,0.435,-0.003,inf,inf,1.210(35%),0.099(17%),0.096(23%),2.249(65%),0.513(83%),0.339(77%)
../syn/I016_O016_D000_CSN_VHDL_DATAFMT012210-freq280x320retfan10000,1211,545,12,0,0,32,2,1,97,2,1,12,1,1,3.572,0.000,0.000,3.411,1.035,0.739,0.060,inf,inf,1.142(34%),0.093(9%),0.097(14%),2.269(66%),0.942(91%),0.642(86%)
../syn/I016_O016_D000_CSN_VHDL_DATAFMT012210-freq280x400retfan10000,1279,518,13,0,0,15,2,1,69,2,1,13,1,1,3.572,0.000,0.000,3.388,0.560,0.496,0.084,inf,inf,1.411(42%),0.094(17%),0.096(20%),1.977(58%),0.466(83%),0.400(80%)
../syn/I016_O016_D000_CSN_VHDL_DATAFMT14-freq160retfan10000,1187,405,16,0,0,35,2,1,106,2,1,17,1,0,6.250,0.000,6.250,5.710,0.578,0.558,0.433,inf,5.608,1.589(28%),0.098(17%),0.488(88%),4.121(72%),0.480(83%),0.070(12%)
../syn/I016_O016_D000_CSN_VHDL_DATAFMT14-freq280retfan10000,1270,435,18,0,0,30,4,1,176,4,1,18,1,1,3.572,0.000,0.000,4.447,0.912,0.510,-0.938,inf,inf,1.695(39%),0.093(11%),0.094(19%),2.752(61%),0.819(89%),0.416(81%)
../syn/I016_O016_D000_CSN_VHDL_DATAFMT14-freq280x400retfan10000,1469,443,17,0,0,45,3,1,210,3,1,17,1,1,3.572,0.000,0.000,4.389,0.535,0.536,-0.913,inf,inf,1.730(40%),0.097(19%),0.095(18%),2.659(60%),0.438(81%),0.441(82%)
../syn/I016_O016_D000_IORET-freq160retfan10000,5938,0,49,0,0,30,3,1,361,3,1,49,1,1,6.250,6.250,6.250,20.184,0.700,0.864,-14.026,5.432,5.272,6.322(32%),0.094(14%),0.093(11%),13.862(68%),0.606(86%),0.771(89%)
../syn/I016_O016_D000_IORET-freq160retfan16,6458,0,48,0,0,35,1,1,354,1,1,48,1,1,6.250,6.250,6.250,20.065,0.607,0.560,-13.724,5.531,5.344,5.780(29%),0.096(16%),0.097(18%),14.285(71%),0.511(84%),0.463(82%)
../syn/I016_O016_D000_IORET-freq320retfan10000,6092,0,53,0,0,41,4,1,357,4,1,53,1,1,3.125,3.125,3.125,19.634,0.936,1.101,-16.513,1.988,1.775,5.502(29%),0.094(11%),0.096(9%),14.132(71%),0.842(89%),1.005(91%)
../syn/I016_O016_D000_IORET-freq320retfan16,6744,0,48,0,0,35,1,1,361,1,1,48,1,1,3.125,3.125,3.125,20.972,0.924,0.698,-17.575,2.076,1.873,5.074(25%),0.096(11%),0.096(14%),15.898(75%),0.828(89%),0.602(86%)
../syn/I016_O016_D000_IORET-freq40retfan10000,4389,0,62,0,0,50,1,1,798,1,1,62,1,1,25.000,25.000,25.000,24.759,1.892,0.580,0.114,22.965,24.350,6.711(28%),0.097(6%),0.096(17%),18.048(72%),1.795(94%),0.484(83%)
../syn/I016_O016_D000_IORET-freq40retfan16,4918,0,61,0,0,31,1,1,385,1,1,61,1,1,25.000,25.000,25.000,23.483,0.682,0.627,1.383,24.202,24.330,6.796(29%),0.098(15%),0.096(16%),16.687(71%),0.584(85%),0.531(84%)
../syn/I016_O016_D000_IORET-freq80retfan10000,5964,0,50,0,0,31,4,1,337,4,1,50,1,1,12.500,12.500,12.500,19.327,0.889,0.964,-6.852,11.527,11.313,6.215(33%),0.098(12%),0.097(11%),13.112(67%),0.791(88%),0.867(89%)
../syn/I016_O016_D000_IORET-freq80retfan16,6658,0,50,0,0,31,1,1,340,1,1,50,1,1,12.500,12.500,12.500,19.996,0.535,0.483,-7.486,11.825,11.780,5.745(29%),0.094(18%),0.095(20%),14.251(71%),0.441(82%),0.388(80%)
../syn/I016_O016_D000_SHORTSR-freq160retfan10000,5926,0,50,0,0,40,3,1,413,3,1,50,1,1,6.250,6.250,6.250,19.487,1.304,0.875,-13.185,4.857,5.040,6.359(33%),0.096(8%),0.096(11%),13.128(67%),1.208(92%),0.779(89%)
../syn/I016_O016_D000_SHORTSR-freq320retfan10000,6135,0,48,0,0,39,4,1,392,4,1,48,1,1,3.125,3.125,3.125,19.821,2.181,0.819,-16.451,0.894,1.785,5.524(28%),0.096(5%),0.096(12%),14.297(72%),2.085(95%),0.723(88%)
../syn/I016_O016_D000_SHORTSR-freq40retfan10000,4387,0,62,0,0,48,1,1,797,1,1,62,1,1,25.000,25.000,25.000,23.516,0.736,0.320,1.334,24.156,24.629,6.371(28%),0.097(14%),0.096(31%),17.145(72%),0.639(86%),0.224(70%)
../syn/I016_O016_D000_SHORTSR-freq40retfan16,4921,0,57,0,0,31,1,1,384,1,1,57,1,1,25.000,25.000,25.000,23.524,0.742,0.460,1.352,24.161,24.443,6.385(28%),0.093(13%),0.097(22%),17.139(72%),0.649(87%),0.363(78%)
../syn/I016_O016_D000_SHORTSR-freq80retfan10000,5954,0,49,0,0,42,4,1,345,4,1,49,1,1,12.500,12.500,12.500,20.251,1.920,0.467,-7.680,10.505,11.776,5.878(30%),0.093(5%),0.096(21%),14.373(70%),1.827(95%),0.371(79%)
../syn/I016_O016_D000_SHORTSR-freq80retfan16,6512,0,48,0,0,39,1,1,357,1,1,48,1,1,12.500,12.500,12.500,20.686,0.813,1.532,-8.059,11.558,10.621,5.604(28%),0.097(12%),0.096(7%),15.082(72%),0.716(88%),1.436(93%)
../syn/I016_O016_D001-freq160retfan10000,5870,607,26,0,26,25,3,44,200,3,238,26,1,26,6.250,6.250,6.250,10.249,1.789,9.477,-4.143,4.331,-3.432,3.004(30%),0.095(6%),3.077(33%),7.245(70%),1.694(94%),6.400(67%)
../syn/I016_O016_D001-freq160retfan16,6280,674,26,0,25,26,1,16,162,1,167,26,1,25,6.250,6.250,6.250,10.026,0.963,9.732,-3.894,5.256,-3.566,3.216(33%),0.096(10%),3.032(32%),6.810(67%),0.867(90%),6.700(68%)
../syn/I016_O016_D001-freq320retfan10000,6002,620,24,0,25,35,3,28,192,3,176,24,1,25,3.125,3.125,3.125,10.445,1.003,9.729,-7.451,1.991,-6.747,3.043(30%),0.095(10%),3.285(34%),7.402(70%),0.908(90%),6.444(66%)
../syn/I016_O016_D001-freq320retfan16,6203,673,25,21,0,16,24,1,164,160,1,25,21,1,3.125,3.125,3.125,11.350,9.767,0.458,-8.138,-6.842,2.307,3.173(28%),2.530(26%),0.095(21%),8.177(72%),7.237(74%),0.363(79%)
../syn/I016_O016_D001-freq80retfan10000,5105,617,26,0,24,38,1,37,243,1,208,26,1,24,12.500,12.500,12.500,11.061,0.951,9.353,1.343,11.417,3.055,3.058(28%),0.096(11%),2.643(29%),8.003(72%),0.855(89%),6.710(71%)
../syn/I016_O016_D001-freq80retfan16,5532,670,27,0,0,24,1,1,202,1,1,27,1,1,12.500,12.500,12.500,12.259,0.787,0.323,0.144,11.673,12.135,3.309(27%),0.099(13%),0.096(30%),8.950(73%),0.688(87%),0.227(70%)
../syn/I016_O016_D001_BITONIC-freq100retfan10000,1280,208,21,0,0,29,2,1,186,2,1,21,1,1,10.000,0.000,10.000,7.565,0.599,0.497,2.350,inf,9.368,2.410(32%),0.096(17%),0.095(20%),5.155(68%),0.503(83%),0.402(80%)
